,gameName,genre,reviewScore,playTime
578,Call of Juarez: Bound in Blood,Shooter,74,23.56
579,Painkiller: Hell & Damnation,Shooter,65,13.65
580,Ys: The Oath in Felghana,Role-Playing,80,11.4
581,RollerCoaster Tycoon 2: Triple Thrill Pack,Strategy,84,23.8
582,The Technomancer,Role-Playing,63,74.05
583,Hexen,Shooter,73,10.48
584,Worms Blast,Puzzle,44,31.73
585,Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,63,15.12
586,Steins;Gate 0,Adventure,83,29.27
587,Harry Potter and the Chamber of Secrets,Action,70,14.52
588,Danganronpa Another Episode: Ultra Despair Girls,Action,68,34.62
589,Crash Bandicoot 2: Cortex Strikes Back,Platform,81,36.68
590,Mario & Luigi: Superstar Saga,Role-Playing,83,17.47
591,Pokémon Colosseum,Role-Playing,76,23.87
592,Disgaea 2: Dark Hero Days,Role-Playing,80,30.35
593,Donkey Kong,Platform,65,4.88
594,Final Fantasy X-2,Role-Playing,71,199.51
595,Diablo III,Role-Playing,78,76.93
596,Singularity,Shooter,73,23.0
597,Super Mario 3D World,Platform,85,10.95
598,The Secret World,Role-Playing,73,35.5
599,Star Wars: Battlefront,Shooter,64,30.62
600,FlatOut 2,Racing,83,25.89
601,Spyro 2: Ripto's Rage!,Platform,82,43.58
602,Call of Juarez,Shooter,71,16.38
603,Commandos 3: Destination Berlin,Strategy,75,12.87
604,Dino Crisis,Action,75,19.43
605,Jurassic Park: The Game,Action,61,19.72
606,One Piece: Burning Blood,Fighting,66,18.76
607,Jak 3,Platform,78,46.41
608,LittleBigPlanet,Platform,76,8.95
609,Ratchet & Clank: Going Commando,Platform,83,27.4
610,Donkey Kong Country Returns,Platform,83,22.62
611,Jak II,Platform,74,67.43
612,Phoenix Wright: Ace Attorney - Trials and Tribulations,Adventure,89,110.19
613,Star Wars: The Force Unleashed,Action,71,63.41
614,Tony Hawk's Pro Skater 2,Sports,85,17.15
615,Unreal Tournament 2004,Shooter,84,14.07
616,Silent Hill 4: The Room,Action,72,27.36
617,Zero Escape: Virtue's Last Reward,Adventure,87,51.9
618,ReCore,Action,62,38.04
619,Grand Theft Auto: Liberty City Stories,Action,72,46.87
620,Microsoft Flight Simulator,Simulation,80,53.74
621,Fire Emblem: Shadow Dragon,Role-Playing,72,20.13
622,Men of War: Assault Squad,Strategy,83,15.43
623,Persona 2: Eternal Punishment,Role-Playing,81,50.48
624,Sins of a Solar Empire: Trinity,Strategy,73,9.0
625,Sonic Adventure 2 Battle,Platform,80,43.61
626,The Void,Adventure,81,24.3
627,TimeShift,Shooter,67,31.07
628,Destiny,Shooter,72,48.54
629,Star Fox 64,Shooter,82,3.59
630,Super Mario Kart,Racing,73,10.57
631,Tales of the Abyss,Role-Playing,85,51.45
632,X-Blades,Action,52,22.68
633,Song of the Deep,Action,70,21.34
634,Diablo,Role-Playing,81,26.98
635,Fire Emblem: Radiant Dawn,Strategy,85,92.67
636,Mega Man X,Platform,87,13.42
637,Mega Man 2,Action,81,12.13
638,Sonic Heroes,Platform,66,40.84
639,Suikoden II,Role-Playing,91,75.6
640,Vagrant Story,Role-Playing,80,21.52
641,Mario Kart 8,Racing,85,6.53
642,Sniper: Art of Victory,Shooter,31,2.45
643,Alone in the Dark,Adventure,57,48.12
644,BlazBlue: Calamity Trigger,Fighting,71,36.43
645,Dragon Quest V: Hand of the Heavenly Bride,Role-Playing,86,57.32
646,Final Fantasy XII,Role-Playing,82,124.06
647,Lost Odyssey,Role-Playing,84,98.9
648,Star Wars: Rogue Squadron,Simulation,76,7.57
649,Ys Seven,Role-Playing,80,21.03
650,Ys: Memories of Celceta,Action,78,59.38
651,Oil Rush,Strategy,41,10.42
652,World of Warcraft,Role-Playing,85,697.23
653,Grand Theft Auto: Vice City Stories,Action,74,28.46
654,Gears of War: Ultimate Edition,Shooter,76,26.85
655,Banjo-Tooie,Platform,83,52.2
656,Breath of Fire IV,Role-Playing,81,76.67
657,Broken Sword: The Sleeping Dragon,Adventure,67,19.17
658,Dante's Inferno,Action,73,31.4
659,Cities in Motion,Simulation,59,22.98
660,Dark Cloud,Role-Playing,75,90.29
661,Dragon's Crown,Role-Playing,77,43.5
662,Battleborn,Shooter,65,27.03
663,Secret of Mana,Role-Playing,78,61.7
664,Shin Megami Tensei: Persona 4,Role-Playing,91,217.67
665,Sly Cooper and the Thievius Raccoonus,Platform,76,13.45
666,Star Ocean: The Last Hope,Role-Playing,73,273.05
667,Puyo Puyo Tetris,Puzzle,79,24.54
668,Yoshi's Woolly World,Platform,79,12.12
669,Ace Combat: Assault Horizon,Action,66,26.1
670,Castlevania: Circle of the Moon,Platform,73,41.37
671,Conker's Bad Fur Day,Platform,79,48.86
672,Mega Man,Platform,67,9.45
673,Men of War,Strategy,78,37.57
674,Metroid,Action,69,12.85
675,Castlevania: Harmony of Dissonance,Platform,73,28.18
676,Tekken 3,Fighting,84,11.02
677,Warcraft III: Reign of Chaos,Strategy,86,21.7
678,Bully,Action,82,66.72
679,Call of Cthulhu: Dark Corners of the Earth,Adventure,71,12.13
680,Euro Truck Simulator,Simulation,61,21.72
681,inFAMOUS 2,Action,81,12.67
682,Onimusha: Warlords,Action,76,17.82
683,Shenmue,Adventure,81,68.13
684,Spyro: Year of the Dragon,Platform,81,42.95
685,Suikoden,Role-Playing,81,39.27
686,Tony Hawk's Pro Skater,Sports,80,9.0
687,Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,66,12.6
688,Dungeons,Strategy,58,16.65
689,Need for Speed: Shift,Racing,69,39.02
690,Mighty No. 9,Platform,53,23.72
691,Odin Sphere: Leifthrasir,Role-Playing,82,101.74
692,Dark Cloud 2,Role-Playing,82,106.68
693,Dreamfall: The Longest Journey,Adventure,78,12.42
694,Earthworm Jim,Platform,69,10.13
695,Metal Gear Solid 3: Subsistence,Action,94,82.79
696,F1 Race Stars,Racing,61,38.76
697,LEGO Indiana Jones 2: The Adventure Continues,Action,66,57.0
698,Mario & Luigi: Partners in Time,Role-Playing,76,18.78
699,Sacred 3,Role-Playing,54,33.49
700,Legend of Mana,Role-Playing,77,62.65
701,The Order: 1886,Shooter,70,14.51
702,Splatoon,Shooter,79,5.52
703,Hearts of Iron III,Strategy,75,15.37
704,Medal of Honor: Airborne,Shooter,68,30.56
705,No More Heroes 2: Desperate Struggle,Action,76,23.73
706,Phoenix Wright: Ace Attorney - Justice for All,Adventure,80,88.62
707,Ikaruga,Shooter,80,9.28
708,Street Fighter X Tekken,Fighting,69,7.6
709,Final Fantasy Tactics,Role-Playing,91,121.57
710,Tom Clancy's Rainbow Six: Vegas,Shooter,71,32.3
711,NBA 2K17,Sports,70,115.55
712,Battlestations: Pacific,Strategy,73,26.6
713,Peggle Nights,Puzzle,73,12.48
714,Perfect Dark,Action,82,20.7
715,Shin Megami Tensei: Digital Devil Saga,Role-Playing,81,63.43
716,Tom Clancy's Ghost Recon: Future Soldier,Shooter,70,31.92
717,BloodRayne,Shooter,69,13.71
718,Command & Conquer 3: Tiberium Wars,Strategy,75,45.92
719,Driver: San Francisco,Racing,77,36.65
720,Kingdom Hearts II,Role-Playing,88,122.97
721,Metroid Prime: Trilogy,Shooter,92,93.13
722,Sly 3: Honor Among Thieves,Platform,81,25.59
723,Star Fox Adventures,Adventure,70,18.43
724,Ratchet & Clank Future: A Crack in Time,Platform,84,10.68
725,Disney's Aladdin,Platform,75,7.43
726,FlatOut,Racing,73,13.63
727,Gun,Shooter,75,20.03
728,Marvel: Ultimate Alliance,Role-Playing,72,90.29
729,New Super Mario Bros. U,Platform,76,9.68
730,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,82,34.84
731,Ratchet & Clank Future: Tools of Destruction,Platform,78,12.6
732,Silent Hill: Shattered Memories,Action,75,27.67
733,Star Wars: Shadows of the Empire,Action,67,4.4
734,Wii Sports Resort,Sports,79,7.92
735,Hyperdimension Neptunia U: Action Unleashed,Action,65,10.45
736,MediEvil,Platform,71,19.3
737,A Boy and His Blob,Platform,67,29.5
738,Dino Crisis 2,Action,77,15.57
739,Dirge of Cerberus: Final Fantasy VII,Shooter,64,22.95
740,Grandia II,Role-Playing,82,61.85
741,Ratchet: Deadlocked,Shooter,78,15.65
742,Killzone: Shadow Fall,Shooter,65,20.25
743,Forza Horizon 3,Racing,86,47.03
744,Chaos;Child,Adventure,79,61.15
745,Fatal Frame,Action,75,15.43
746,Kirby: Nightmare in Dream Land,Platform,76,2.53
747,Leisure Suit Larry: Magna Cum Laude,Adventure,57,19.23
748,Metal Gear Solid: The Twin Snakes,Action,83,10.57
749,Wizardry VI: Bane of the Cosmic Forge,Role-Playing,78,72.33
750,Microsoft Flight Simulator X,Simulation,81,279.67
751,LittleBigPlanet 3,Platform,68,17.12
752,Trials Fusion,Racing,71,34.73
753,Golden Sun: The Lost Age,Role-Playing,86,26.95
754,Ms. Pac-Man,Puzzle,75,3.1
755,Shenmue II,Adventure,85,99.88
756,StarCraft II: Wings of Liberty,Strategy,86,17.5
757,Stronghold Legends,Strategy,61,11.9
758,Viewtiful Joe,Action,76,12.82
759,Plants vs. Zombies: Garden Warfare 2,Shooter,74,24.35
760,Breath of Fire,Role-Playing,68,63.5
761,Diablo II,Role-Playing,87,34.55
762,Double Dragon,Action,64,4.45
763,F-Zero X,Racing,80,10.78
764,Mario Kart: Double Dash!!,Racing,82,6.0
765,Metroid: Other M,Action,67,19.05
766,Mortal Kombat,Fighting,81,29.14
767,Parasite Eve II,Role-Playing,77,11.05
768,Fairy Fencer F,Role-Playing,69,77.81
769,Eternal Darkness: Sanity's Requiem,Adventure,80,16.82
770,Mega Man X4,Action,82,8.3
771,Mortal Kombat II,Fighting,74,8.86
772,Tales of Xillia,Role-Playing,81,36.45
773,Warcraft III: The Frozen Throne,Strategy,89,18.1
774,Killer Instinct,Fighting,74,7.82
775,Tearaway Unfolded,Platform,76,15.1
776,Project: Snowblind,Action,60,12.73
777,Sly Cooper: Thieves in Time,Platform,76,13.1
778,Streets of Rage,Action,74,10.43
779,Tales of Phantasia,Role-Playing,77,32.0
780,The Legend of Zelda: Four Swords Adventures,Action,73,13.58
781,Unreal II: The Awakening,Shooter,67,8.47
782,Clannad,Adventure,87,63.7
783,Crash Team Racing,Racing,85,8.28
784,Donkey Kong 64,Platform,78,21.42
785,FlatOut: Ultimate Carnage,Racing,79,30.32
786,Gears of War: Judgment,Shooter,68,20.98
787,Killzone,Shooter,64,19.5
788,Kirby's Epic Yarn,Platform,76,12.55
789,Legendary,Shooter,54,17.37
790,Castlevania III: Dracula's Curse,Platform,77,27.85
791,Epic Mickey 2: The Power of Two,Action,58,51.61
792,Ghostbusters: The Video Game,Action,72,43.59
793,Kirby Super Star,Platform,81,11.0
794,Sly 2: Band of Thieves,Platform,82,30.9
795,Sonic Colors,Platform,74,10.4
796,Hyperdevotion Noire: Goddess Black Heart,Role-Playing,65,23.25
797,Fairy Fencer F: Advent Dark Force,Role-Playing,68,57.68
798,Killzone 2,Shooter,74,7.63
799,Need for Speed: The Run,Action,68,17.53
800,Rayman,Platform,70,12.13
801,Super Mario All-Stars,Platform,87,17.72
802,Take On Helicopters,Simulation,46,16.1
803,Velvet Assassin,Shooter,62,19.59
804,Breath of Fire II,Role-Playing,73,76.81
805,Kingdom Hearts 358/2 Days,Role-Playing,72,54.88
806,Kirby & the Amazing Mirror,Platform,75,6.37
807,Majesty 2 Collection,Strategy,63,20.37
808,Midnight Club II,Racing,70,25.8
809,Omerta: City of Gangsters,Simulation,67,36.65
810,Railroad Tycoon 3,Strategy,64,27.92
811,Rayman 2: The Great Escape,Platform,77,32.5
812,Shin Megami Tensei,Role-Playing,70,32.68
813,Super Mario Bros.: The Lost Levels,Platform,64,14.51
814,Total War: Attila,Strategy,78,40.13
815,Kirby's Dream Land 3,Platform,69,12.11
816,Mega Man 3,Platform,79,9.23
817,Still Life,Adventure,74,8.1
818,Super Castlevania IV,Platform,80,24.91
819,The Book of Unwritten Tales,Adventure,79,12.87
820,The Last Story,Role-Playing,81,42.97
821,Ape Escape,Platform,76,28.11
822,Drakengard,Role-Playing,61,11.23
823,Planetarian: Chiisana Hoshi no Yume,Adventure,77,3.18
824,The King of Fighters XIV,Fighting,73,3.28
825,Castlevania: Lords of Shadow,Action,79,54.43
826,God Hand,Action,85,24.92
827,Heroes of Might and Magic V,Strategy,75,53.93
828,Star Ocean: First Departure,Role-Playing,72,27.75
829,NBA 2K16,Sports,73,76.02
830,F-Zero,Racing,74,11.22
831,Klonoa: Door to Phantomile,Platform,79,21.37
832,Record of Agarest War,Role-Playing,67,277.01
833,Silent Hill: Downpour,Action,67,38.37
834,Spider-Man 2,Action,73,19.66
835,The Legend of Dragoon,Role-Playing,82,52.4
836,Final Fantasy XIV: Heavensward,Action,87,192.75
837,Metroid Prime Hunters,Shooter,67,6.32
838,Riven: The Sequel to Myst,Adventure,78,10.12
839,Tony Hawk's Pro Skater 3,Sports,81,17.17
840,Wario Land 4,Platform,79,5.62
841,Yoshi's Story,Platform,66,4.35
842,Enemy Front,Shooter,58,20.82
843,WWE 2K16,Sports,66,70.63
844,Burnout 3: Takedown,Racing,85,28.08
845,Conflict: Desert Storm,Shooter,62,14.61
846,Drakensang: The Dark Eye,Role-Playing,69,31.83
847,Spider-Man,Action,75,8.62
848,Still Life 2,Adventure,59,10.13
849,Pikmin 3,Strategy,86,12.75
850,Fatal Frame: Maiden of Black Water,Action,71,54.48
851,Crash Bandicoot: The Wrath of Cortex,Platform,68,12.82
852,F1 2012,Racing,74,127.8
853,Final Fight,Action,72,13.09
854,Gran Turismo 3: A-Spec,Racing,80,38.7
855,Mega Man X3,Action,74,20.7
856,Toy Story 3: The Video Game,Action,70,34.73
857,Ratchet & Clank: Into the Nexus,Shooter,75,5.32
858,Chaos;Head Noah,Adventure,74,17.25
859,Burnout Paradise,Racing,80,50.32
860,Caesar III,Strategy,76,42.83
861,Call of Duty 3,Shooter,66,49.18
862,Lost Planet 2,Shooter,63,42.53
863,Need for Speed: ProStreet,Racing,67,39.77
864,Resident Evil: The Umbrella Chronicles,Action,67,25.34
865,Mega Man X2,Platform,79,11.89
866,Tom Clancy's Ghost Recon,Shooter,74,24.5
867,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,67,32.16
868,Ty the Tasmanian Tiger,Platform,75,36.56
869,Knack,Platform,62,21.91
870,Advance Wars,Strategy,81,15.55
871,Contra III: The Alien Wars,Shooter,77,6.77
872,F1 2011,Racing,67,69.73
873,Front Mission Evolved,Shooter,57,23.52
874,Frontlines: Fuel of War,Shooter,60,15.17
875,LEGO Star Wars II: The Original Trilogy,Action,74,54.3
876,Dragon Quest VI: Realms of Revelation,Role-Playing,77,40.67
877,Hunted: The Demon's Forge,Action,64,37.04
878,Mega Man 5,Platform,72,8.15
879,Metal Gear Solid 2: Substance,Action,88,83.54
880,Nintendo Land,Misc,71,10.43
881,Tales of Symphonia: Dawn of the New World,Role-Playing,71,65.82
882,TimeSplitters 2,Shooter,83,17.24
883,Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,82,48.53
884,Xenosaga Episode I: Der Wille zur Macht,Role-Playing,77,40.42
885,Xenosaga Episode III: Also sprach Zarathustra,Role-Playing,83,76.28
886,Titanfall,Shooter,75,26.69
887,Persona 4: Dancing All Night,Misc,77,18.81
888,Harry Potter and the Order of the Phoenix,Action,65,45.42
889,Harry Potter and the Prisoner of Azkaban,Action,69,22.68
890,Haunting Ground,Action,74,8.67
891,Injustice: Gods Among Us,Fighting,74,39.23
892,Ninja Gaiden Sigma,Action,76,83.05
893,Ratchet & Clank: Size Matters,Platform,66,6.83
894,Resident Evil: Operation Raccoon City,Action,49,18.1
895,Resonance of Fate,Role-Playing,74,205.38
896,Sacred Gold,Role-Playing,72,22.4
897,Sonic Adventure,Platform,75,43.28
898,Test Drive Unlimited 2,Racing,72,82.78
899,The Lord of the Rings: The Two Towers,Action,70,6.48
900,Black,Shooter,74,23.19
901,Command & Conquer 3: Kane's Wrath,Strategy,76,18.33
902,Devil May Cry 3: Dante's Awakening,Action,83,46.7
903,Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,81,65.45
904,Silent Hill: Origins,Action,67,6.92
905,Worms World Party,Strategy,77,8.4
906,The Crew,Racing,70,58.76
907,Sword Art Online: Lost Song,Role-Playing,64,109.02
908,Castlevania II: Simon's Quest,Platform,63,29.66
909,Gun Metal,Shooter,53,2.57
910,Men of War: Vietnam,Strategy,70,6.28
911,FIFA 17,Sports,72,129.69
912,Army Men: RTS,Strategy,67,9.0
913,Borderlands: The Handsome Collection,Shooter,78,136.86
914,Fatal Frame II: Crimson Butterfly,Action,83,30.72
915,Guilty Gear Isuka,Fighting,66,3.15
916,Mega Man 6,Platform,73,9.45
917,Mortal Kombat 3,Fighting,72,6.84
918,Post Mortem,Adventure,66,6.85
919,Super Smash Bros.,Fighting,80,4.02
920,The Book of Unwritten Tales: The Critter Chronicles,Action,71,7.35
921,Baldur's Gate: Dark Alliance,Role-Playing,76,32.23
922,Disciples III: Renaissance,Strategy,63,25.0
923,Mega Man X6,Action,61,11.85
924,Puzzle Quest: Challenge of the Warlords,Puzzle,79,105.13
925,Spider-Man: Web of Shadows,Action,69,49.7
926,The Lord of the Rings: The Return of the King,Action,77,17.31
927,Tony Hawk's Pro Skater 4,Sports,82,24.65
928,DC Universe Online,Role-Playing,64,434.01
929,Lemmings,Puzzle,75,37.4
930,The Book of Unwritten Tales 2,Adventure,74,59.04
931,Spider-Man: Shattered Dimensions,Action,72,45.46
932,Star Fox: Assault,Shooter,71,5.7
933,StarCraft II: Heart of the Swarm,Strategy,85,11.87
934,Summoner,Role-Playing,62,52.88
935,The Simpsons Game,Action,68,35.43
936,Theme Park,Simulation,70,18.62
937,Battle vs. Chess,Misc,54,16.97
938,Asura's Wrath,Action,77,27.41
939,Castlevania: Curse of Darkness,Action,77,12.8
940,Dragon's Lair,Platform,61,11.0
941,Gray Matter,Adventure,74,23.21
942,Koudelka,Role-Playing,74,14.47
943,World of Tanks,Shooter,72,2365.37
944,X Rebirth,Simulation,60,15.0
945,Space Hulk,Strategy,60,9.43
946,Deathtrap Dungeon,Action,30,15.92
947,Command & Conquer: Red Alert 2,Strategy,84,14.88
948,Muramasa: The Demon Blade,Role-Playing,82,27.55
949,Order of War,Strategy,80,19.15
950,Patapon,Misc,76,11.22
951,Ratchet & Clank Future: Quest for Booty,Platform,68,3.25
952,Red Dead Redemption: Undead Nightmare,Action,77,21.66
953,Shadow Man,Action,72,14.0
954,Tales of Legendia,Role-Playing,69,34.93
955,The First Templar,Action,64,28.21
956,BloodRayne 2,Shooter,64,17.12
957,Brothers in Arms: Hell's Highway,Shooter,74,35.98
958,Resistance: Fall of Man,Shooter,71,11.13
959,Samurai Shodown,Fighting,67,2.45
960,Sin and Punishment,Shooter,77,4.84
961,StarCraft,Strategy,88,25.32
962,Sudeki,Role-Playing,66,11.57
963,Tony Hawk's Underground,Sports,80,31.73
964,X-Men Origins: Wolverine,Action,72,33.7
965,Ben 10: Protector of Earth,Action,69,11.48
966,F1 2014,Racing,72,22.75
967,Alone in the Dark: The New Nightmare,Adventure,65,14.2
968,Ape Escape 2,Platform,78,25.03
969,Battlefield 2,Shooter,80,22.84
970,Blood Omen: Legacy of Kain,Role-Playing,72,12.23
971,Crash of the Titans,Action,65,20.02
972,Killzone 3,Shooter,74,6.87
973,Lost Horizon,Adventure,78,10.27
974,Mega Man Zero,Platform,75,9.07
975,NBA Jam Tournament Edition,Sports,82,8.0
976,Mega Man 7,Platform,72,10.45
977,Mortal Kombat: Shaolin Monks,Action,78,6.8
978,Sonic and the Black Knight,Platform,60,7.87
979,Tales of Xillia 2,Role-Playing,79,36.1
980,L.A. Noire: The Complete Edition,Adventure,81,152.79
981,Hyrule Warriors,Action,76,13.23
982,Sakura Wars,Adventure,73,41.47
983,Castlevania: Lament of Innocence,Action,73,16.95
984,Command & Conquer,Strategy,78,16.75
985,Earthworm Jim 2,Platform,76,6.4
986,Katamari Damacy,Puzzle,84,11.43
987,LEGO Star Wars: The Video Game,Action,73,24.72
988,Yoshi's Island DS,Platform,67,6.08
989,Forza Horizon 2,Racing,83,48.7
990,Mega Man 4,Platform,73,11.25
991,Mega Man X5,Platform,73,10.8
992,Ninja Gaiden Sigma 2,Action,77,64.21
993,Red Dead Revolver,Shooter,68,20.5
994,StarCraft II: Legacy of the Void,Strategy,83,13.65
995,Tekken 5,Fighting,81,2.52
996,The Saboteur,Action,74,33.18
997,The Sims,Simulation,75,26.4
998,Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,77,71.76
999,Army of Two,Shooter,66,25.55
1000,Banjo-Kazooie: Nuts & Bolts,Platform,71,47.46
1001,Blue Dragon,Role-Playing,72,104.74
1002,Dark Sector,Shooter,65,25.41
1003,Epic Mickey,Platform,66,13.03
1004,Anno 2205,Strategy,70,20.6
1005,MegaTagmension Blanc + Neptune VS Zombies,Action,65,6.58
1006,The Chronicles of Riddick: Assault on Dark Athena,Shooter,74,28.75
1007,Transformers: Fall of Cybertron,Action,79,30.34
1008,Ultimate Spider-Man,Action,72,21.45
1009,Wario Land: Shake It!,Platform,74,13.86
1010,Conflict: Denied Ops,Shooter,56,12.05
1011,Crash Nitro Kart,Racing,69,6.37
1012,Donkey Kong Jungle Beat,Platform,78,9.36
1013,Guitar Hero III: Legends of Rock,Misc,82,46.55
1014,Myst IV: Revelation,Adventure,76,11.78
1015,Ninja Gaiden,Action,72,17.35
1016,R.U.S.E.,Strategy,74,53.78
1017,Record of Agarest War Zero,Strategy,57,167.33
1018,Rogue Galaxy,Role-Playing,77,78.15
1019,Mario & Sonic at the Olympic Winter Games,Sports,69,8.7
1020,Kingdom Hearts 3D: Dream Drop Distance,Action,76,39.28
1021,LittleBigPlanet 2,Platform,80,7.02
1022,Lollipop Chainsaw,Action,72,12.69
1023,Mario Kart: Super Circuit,Racing,66,2.0
1024,Rule of Rose,Action,70,8.58
1025,Sherlock Holmes: The Mystery of the Mummy,Adventure,46,5.45
1026,Siren,Adventure,72,64.6
1027,Syphon Filter 3,Shooter,76,6.73
1028,Tomba!,Platform,78,9.63
1029,Fable,Role-Playing,77,26.12
1030,Gran Turismo 4,Racing,84,77.15
1031,Imperium Romanum,Strategy,68,23.03
1032,Spy Fox in Dry Cereal,Adventure,65,2.03
1033,Tekken 2,Fighting,74,3.47
1034,Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,70,27.54
1035,Fire Emblem: Thracia 776,Strategy,80,30.05
1036,Alundra,Role-Playing,77,32.47
1037,MadWorld,Action,71,11.03
1038,Mario Party 8,Misc,69,5.22
1039,Senran Kagura: Estival Versus,Action,69,32.65
1040,Tom Clancy's Ghost Recon: Island Thunder,Shooter,64,3.67
1041,Wolfenstein,Shooter,70,27.16
1042,Mega Man Legends,Adventure,78,9.45
1043,Mega Man X7,Action,42,8.59
1044,Mega Man Zero 4,Platform,81,7.43
1045,Resident Evil: The Darkside Chronicles,Action,70,24.82
1046,Skate 3,Sports,82,28.38
1047,Sonic & Knuckles,Platform,80,4.92
1048,Star Ocean: Second Evolution,Role-Playing,82,40.0
1049,Street Fighter Alpha 3,Fighting,83,3.31
1050,Advance Wars 2: Black Hole Rising,Strategy,83,33.47
1051,Animal Crossing: City Folk,Simulation,76,67.22
1052,Cars,Racing,63,26.96
1053,Clock Tower,Adventure,68,3.99
1054,Crash Tag Team Racing,Racing,67,8.23
1055,Dr. Mario,Puzzle,69,6.3
1056,Hospital Tycoon,Strategy,68,5.12
1057,Imperial Glory,Strategy,80,11.43
1058,Jade Empire,Role-Playing,77,16.68
1059,Shadow Hearts,Role-Playing,77,25.4
1060,Sonic Riders,Racing,72,10.2
1061,The Lord of the Rings: The Third Age,Role-Playing,73,21.93
1062,Trauma Center: Second Opinion,Simulation,75,8.93
1063,Yakuza,Action,79,26.85
1064,Farming Simulator 2013,Simulation,64,26.92
1065,FIFA 14,Sports,72,623.96
1066,Super Mario Maker,Platform,81,5.7
1067,Kirby and the Rainbow Curse,Platform,70,5.62
1068,Dragon Ball Z: Budokai 3,Fighting,79,27.75
1069,Ecco the Dolphin,Adventure,62,7.6
1070,Eternal Sonata,Role-Playing,75,59.43
1071,Harry Potter: Quidditch World Cup,Sports,69,23.0
1072,Medal of Honor: Frontline,Shooter,72,26.57
1073,Pajama Sam: Don't Fear The Dark,Adventure,78,3.05
1074,Back to the Future: The Game,Adventure,70,83.25
1075,Baldur's Gate: Dark Alliance II,Role-Playing,77,24.13
1076,Dark Void,Action,58,36.55
1077,Valkyrie Profile 2: Silmeria,Role-Playing,80,42.7
1078,WarioWare: Smooth Moves,Puzzle,79,4.72
1079,God of War Collection,Action,85,21.47
1080,Lunar: Silver Star Story Complete,Role-Playing,83,29.3
1081,Myst,Adventure,72,6.42
1082,Record of Agarest War 2,Role-Playing,57,139.68
1083,Secret Files: Tunguska,Adventure,72,18.68
1084,Sonic and the Secret Rings,Platform,50,16.92
1085,Sonic the Hedgehog 3,Platform,82,5.95
1086,Super Street Fighter II,Fighting,80,4.13
1087,Tales of Destiny,Role-Playing,75,38.0
1088,The 7th Guest,Adventure,63,7.97
1089,Tony Hawk's Underground 2,Sports,78,15.3
1090,Battlefield: Bad Company,Shooter,74,37.37
1091,Bomberman 64,Puzzle,67,3.3
1092,Elven Legacy,Strategy,63,8.48
1093,Fatal Fury Special,Fighting,65,2.29
1094,Harry Potter and the Half-Blood Prince,Action,64,25.44
1095,Medal of Honor: Warfighter,Action,62,16.92
1096,Mega Man Zero 2,Platform,78,9.3
1097,Mega Man Zero 3,Platform,83,6.78
1098,Myst III: Exile,Adventure,79,15.28
1099,Punch-Out!!,Sports,81,9.61
1100,Radiant Silvergun,Shooter,84,23.17
1101,Ratchet & Clank Collection,Action,88,37.95
1102,Spider-Man 3,Platform,63,41.89
1103,Street Fighter Alpha 2,Fighting,80,4.55
1104,Suikoden V,Role-Playing,84,53.95
1105,Advance Wars: Dual Strike,Strategy,82,19.97
1106,Command & Conquer 4: Tiberian Twilight,Strategy,48,8.52
1107,Colin McRae Rally,Racing,53,9.87
1108,Carmageddon: Max Damage,Action,69,54.21
1109,Voodoo Vince,Platform,74,24.28
1110,Lost Dimension,Role-Playing,67,17.72
1111,Mario Party 2,Misc,79,15.7
1112,Marvel: Ultimate Alliance 2,Role-Playing,71,61.66
1113,Mega Man Battle Network,Role-Playing,72,13.27
1114,Mega Man X8,Platform,73,10.05
1115,Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,77,56.37
1116,Pandora's Tower,Role-Playing,77,38.12
1117,Ratchet & Clank: All 4 One,Platform,65,10.62
1118,Rocksmith,Misc,74,43.67
1119,Romancing SaGa 3,Role-Playing,76,84.0
1120,Silent Hunter III,Simulation,81,66.0
1121,Avatar: The Last Airbender,Adventure,56,16.14
1122,Broken Sword: The Shadow of the Templars,Adventure,83,9.82
1123,Dragon Ball Z: Budokai 2,Fighting,72,7.42
1124,Harvest Moon: A Wonderful Life,Role-Playing,76,34.07
1125,James Bond 007: Agent Under Fire,Shooter,64,13.64
1126,Drakengard 3,Role-Playing,70,17.58
1127,Akiba's Trip: Undead & Undressed,Action,69,28.11
1128,Mega Man Legends 2,Adventure,75,12.22
1129,PlayStation All-Stars Battle Royale,Action,66,4.6
1130,Rayman 3: Hoodlum Havoc,Platform,76,17.22
1131,Resistance 2,Shooter,73,10.0
1132,Second Sight,Adventure,75,17.73
1133,Suikoden III,Role-Playing,82,127.78
1134,Syphon Filter,Shooter,74,27.6
1135,Terranigma,Role-Playing,81,15.55
1136,Disney's The Lion King,Platform,69,11.04
1137,Zone of the Enders,Shooter,68,19.57
1138,Naruto Shippuden: Ultimate Ninja 5,Fighting,80,8.85
1139,Caesar IV,Strategy,70,16.2
