,gameName,genre,reviewScore,playTime
1689,Mugen Souls Z,Role-Playing,54,20.9
1690,Tales of Rebirth,Role-Playing,76,35.18
1691,LEGO Dimensions,Action,74,77.35
1692,The Getaway,Action,70,25.57
1693,Raw Danger!,Action,72,9.6
1694,Nobunaga's Ambition: Sphere of Influence,Strategy,77,50.0
1695,Excite Truck,Racing,75,6.17
1696,True Crime: New York City,Action,69,13.63
1697,Samantha Swift and the Hidden Roses of Athena,Adventure,63,2.83
1698,Dynasty Warriors 3,Action,78,6.63
1699,Spectrobes: Origins,Role-Playing,78,29.72
1700,Wipeout 2048,Racing,74,4.77
1701,Rayman Raving Rabbids: TV Party,Misc,61,2.98
1702,The Hobbit,Platform,65,26.07
1703,Toukiden 2,Action,70,34.93
1704,Virtua Tennis 3,Sports,72,24.17
1705,Avatar: The Last Airbender - The Burning Earth,Action,44,21.11
1706,Klonoa,Platform,77,14.94
1707,Bee Movie Game,Action,50,11.96
1708,Adventures of Lolo,Puzzle,72,4.77
1709,The Incredible Hulk: Ultimate Destruction,Action,75,9.0
1710,The King of Fighters '94,Fighting,64,2.94
1711,Headhunter,Action,68,9.55
1712,Colin McRae Rally 2.0,Racing,78,11.48
1713,Naruto: Ultimate Ninja 2,Fighting,70,5.42
1714,Naughty Bear,Action,54,20.29
1715,Wanted: Weapons of Fate,Shooter,62,18.81
1716,Corpse Party: Blood Drive,Adventure,72,11.57
1717,RollerCoaster Tycoon,Strategy,82,60.05
1718,Dead to Rights,Shooter,64,16.08
1719,Madden NFL 16,Sports,64,104.72
1720,Deadly Creatures,Action,66,6.62
1721,Shrek SuperSlam,Action,58,2.82
1722,Streets of Rage 3,Action,74,8.12
1723,Syndicate Wars,Strategy,73,24.73
1724,WWE All Stars,Fighting,67,12.87
1725,Disney Infinity 3.0,Action,71,16.05
1726,Valkyrie Drive: Bhikkhuni,Action,65,21.67
1727,The Conduit,Shooter,65,6.32
1728,Tail Concerto,Adventure,69,5.0
1729,Army Men: Air Attack,Action,69,10.0
1730,Primal,Action,68,15.27
1731,Neverwinter Nights 2,Role-Playing,76,58.0
1732,Midnight Club: Street Racing,Racing,65,7.4
1733,Fight Night Champion,Fighting,75,18.88
1734,Mushroom Men: The Spore Wars,Action,75,3.82
1735,Homeworld,Strategy,80,16.12
1736,Van Helsing,Action,65,4.32
1737,Trine 2,Platform,75,26.23
1738,Magic Carpet,Shooter,76,10.02
1739,Hotel Giant 2,Strategy,0,3.97
1740,Teen Titans,Action,64,4.15
1741,Mega Man Anniversary Collection,Platform,87,18.58
1742,Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,58,14.75
1743,Skylanders: SuperChargers,Action,63,34.35
1744,Advent Rising,Action,69,7.95
1745,Darkwatch,Shooter,73,6.08
1746,Auto Modellista,Racing,69,3.23
1747,Dawn of Mana,Role-Playing,49,13.3
1748,Dragon Ball Z: Budokai Tenkaichi,Fighting,69,11.48
1749,Harvest Moon: Animal Parade,Simulation,80,32.0
1750,The Suffering: Ties That Bind,Action,68,14.84
1751,Dead or Alive Xtreme 3: Fortune,Sports,66,3.33
1752,Harvest Moon: Tree of Tranquility,Simulation,72,41.08
1753,Icewind Dale II,Role-Playing,76,47.0
1754,Pro Evolution Soccer 2015,Sports,75,99.87
1755,Pac-Man and the Ghostly Adventures 2,Adventure,53,18.07
1756,Samurai Warriors 4,Action,79,73.95
1757,Scooby-Doo! First Frights,Action,69,17.27
1758,Lair,Action,54,8.57
1759,"Monsters, Inc. Scream Team",Platform,61,3.5
1760,Arc the Lad: End of Darkness,Role-Playing,49,15.0
1761,Genji: Dawn of the Samurai,Action,76,6.85
1762,Shrek the Third,Action,57,11.81
1763,Resident Evil: Dead Aim,Action,57,7.55
1764,Stuntman,Racing,72,10.12
1765,JoJo's Bizarre Adventure: Eyes of Heaven,Fighting,62,28.15
1766,Yumi's Odd Odyssey,Platform,79,2.67
1767,One Piece: Unlimited World Red,Action,66,36.03
1768,Nancy Drew: The White Wolf of Icicle Creek,Adventure,68,7.63
1769,Ghosthunter,Action,64,9.92
1770,Up,Action,62,17.82
1771,Way of the Samurai 2,Action,70,5.0
1772,The Mark of Kri,Action,68,19.66
1773,Bullet Witch,Shooter,50,10.95
1774,Phantom Brave,Role-Playing,69,32.62
1775,Gungrave: Overdose,Shooter,70,6.15
1776,Madden NFL 09,Sports,66,39.67
1777,Inversion,Shooter,62,21.45
1778,Iron Storm,Shooter,62,10.28
1779,World of Warcraft: Warlords of Draenor,Action,68,102.08
1780,South Park,Shooter,58,7.0
1781,Blazing Angels: Squadrons of WWII,Simulation,59,23.51
1782,Trapt,Action,72,5.13
1783,Mario & Sonic at the Rio 2016 Olympic Games,Action,62,5.5
1784,Star Wars Rogue Squadron III: Rebel Strike,Simulation,73,3.7
1785,Saint Seiya: The Hades,Fighting,81,3.5
1786,Hogs of War,Strategy,76,18.3
1787,Wii Fit,Sports,65,3.92
1788,Samurai Warriors 4-II,Action,75,116.38
1789,Star Wars: Empire at War,Strategy,75,15.52
1790,Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,76,2.77
1791,Pro Evolution Soccer 2016,Sports,73,139.61
1792,Lemony Snicket's A Series of Unfortunate Events,Platform,62,8.61
1793,"Sakura Wars: So Long, My Love",Role-Playing,74,43.98
1794,The Godfather II,Action,68,37.21
1795,Destiny: The Taken King,Shooter,82,18.75
1796,Dynasty Warriors 4,Action,78,11.12
1797,The Settlers 7: Paths to a Kingdom,Strategy,73,20.83
1798,Dynasty Warriors 7: Xtreme Legends,Action,74,23.23
1799,Atelier Iris: Eternal Mana,Role-Playing,70,29.17
1800,Atelier Ayesha: The Alchemist of Dusk,Role-Playing,76,24.85
1801,Dynasty Warriors: Gundam,Action,69,14.31
1802,Hulk,Action,60,10.21
1803,Harry Potter and the Deathly Hallows - Part 1,Action,46,19.59
1804,Pac-Man World Rally,Racing,63,4.47
1805,Game & Wario,Misc,62,2.03
1806,Earth Defense Force 2017,Action,75,23.03
1807,ModNation Racers,Racing,72,8.32
1808,Twisted Metal: Black,Racing,75,17.0
1809,Eat Lead: The Return of Matt Hazard,Shooter,56,19.95
1810,Harvest Moon: Back to Nature,Simulation,83,100.0
1811,Crimson Skies: High Road to Revenge,Simulation,78,19.41
1812,Harvest Moon: Save the Homeland,Simulation,75,38.03
1813,How to Train Your Dragon,Action,59,15.5
1814,No More Heroes: Heroes' Paradise,Action,78,13.67
1815,Adventure Time: The Secret of the Nameless Kingdom,Action,66,32.75
1816,Metal Arms: Glitch in the System,Shooter,75,12.33
1817,War of the Monsters,Fighting,72,6.27
1818,Castle Shikigami 2,Shooter,73,3.07
1819,Soldier of Fortune: Payback,Shooter,42,10.5
1820,The Adventures of Cookie & Cream,Puzzle,76,4.45
1821,Billy Hatcher and the Giant Egg,Platform,62,6.87
1822,Football Manager 2011,Sports,75,454.58
1823,Resident Evil: Deadly Silence,Action,81,8.18
1824,Adventure Time: Finn & Jake Investigations,Action,62,30.22
1825,Bookworm,Puzzle,70,3.25
1826,Forgotten Realms: Demon Stone,Action,59,15.64
1827,Aegis of Earth: Protonovus Assault,Action,69,14.0
1828,WWE '13,Action,73,18.28
1829,Syphon Filter: Logan's Shadow,Shooter,70,9.67
1830,Syphon Filter: Dark Mirror,Shooter,75,12.0
1831,R: Racing Evolution,Racing,59,4.25
1832,Giants: Citizen Kabuto,Shooter,77,20.72
1833,Armored Core: For Answer,Simulation,82,15.17
1834,Scooby-Doo! and the Spooky Swamp,Action,75,8.78
1835,Micro Machines,Racing,73,4.0
1836,The Cursed Crusade,Action,49,23.31
1837,Sonic's Ultimate Genesis Collection,Misc,79,50.33
1838,Phantasy Star Universe,Role-Playing,62,82.67
1839,Madagascar: Escape 2 Africa,Action,63,26.71
1840,Phineas and Ferb: Across the 2nd Dimension,Action,66,8.62
1841,Freekstyle,Racing,75,6.02
1842,Batman: Vengeance,Adventure,58,16.23
1843,Delta Force: Black Hawk Down,Shooter,71,14.37
1844,Far East of Eden Zero,Role-Playing,72,25.33
1845,Trauma Team,Simulation,84,42.41
1846,NHL 17,Sports,74,86.62
1847,Child of Eden,Shooter,71,14.44
1848,Phantasy Star Online,Role-Playing,81,40.0
1849,Shadow Madness,Action,60,30.0
1850,Skate,Sports,77,30.24
1851,Rise of the Kasai,Action,53,8.42
1852,Vexx,Platform,68,15.5
1853,Toy Story Mania!,Misc,44,3.0
1854,Super Monkey Ball: Banana Blitz,Misc,61,11.85
1855,Jade Cocoon 2,Role-Playing,68,35.52
1856,Project Eden,Action,57,36.25
1857,Exist Archive: The Other Side of the Sky,Role-Playing,65,38.33
1858,Cabela's Dangerous Hunts 2,Sports,48,2.0
1859,Extermination,Action,55,5.82
1860,WWE 2K15,Sports,66,104.17
1861,Dragon Ball Z: Battle of Z,Fighting,57,21.75
1862,Pac-Man World 2,Action,69,9.92
1863,Pac-Man World,Action,69,5.88
1864,The House of the Dead: Overkill,Shooter,74,14.53
1865,Angry Birds Star Wars,Strategy,65,19.27
1866,LittleBigPlanet Karting,Action,65,5.27
1867,Starship Troopers,Shooter,61,11.07
1868,Ninja Blade,Action,60,18.6
1869,Hyperdimension Neptunia Victory,Role-Playing,70,42.97
1870,Ninja Gaiden II,Action,79,50.68
1871,Knights Contract,Action,49,19.65
1872,Yu-Gi-Oh! The Duelists of the Roses,Misc,75,16.28
1873,Madden NFL 2005,Sports,79,30.0
1874,EA Playground,Sports,40,12.0
1875,"Ed, Edd n Eddy: The Mis-Edventures",Platform,56,7.02
1876,Daytona USA,Racing,71,6.78
1877,Mind Zero,Role-Playing,55,28.0
1878,Mario Golf: Advance Tour,Sports,77,8.33
1879,Age of Empires III,Strategy,76,15.07
1880,Naruto: Uzumaki Chronicles 2,Action,65,19.15
1881,Monster Hunter Tri,Role-Playing,81,61.18
1882,Dead or Alive 2,Fighting,76,3.3
1883,Dragon Ball: Raging Blast,Fighting,64,33.62
1884,Soldier of Fortune II: Double Helix,Shooter,71,10.78
1885,The Adventures of Lomax,Platform,72,4.33
1886,RollerCoaster Tycoon 2,Strategy,80,90.5
1887,Disgaea 2: Cursed Memories,Role-Playing,81,37.65
1888,Justice League Heroes,Role-Playing,70,5.18
1889,Drakan: The Ancients' Gates,Adventure,75,19.2
1890,Marvel Super Hero Squad: The Infinity Gauntlet,Action,60,8.8
1891,Genma Onimusha,Action,78,8.0
1892,NBA Street Vol. 2,Sports,84,12.77
1893,Genji: Days of the Blade,Action,52,13.17
1894,Pro Evolution Soccer 2017,Sports,79,120.67
1895,Broken Sword II: The Smoking Mirror,Adventure,82,8.77
1896,Sid Meier's Civilization Revolution,Strategy,74,10.48
1897,2010 FIFA World Cup South Africa,Sports,68,60.5
1898,WRC: FIA World Rally Championship,Racing,69,51.33
1899,NASCAR Heat Evolution,Racing,53,12.0
1900,The Lord of the Rings: Conquest,Action,64,17.35
1901,Fortune Street,Misc,68,29.32
1902,Need for Speed: Porsche Unleashed,Racing,77,19.93
1903,Rez,Shooter,82,3.67
1904,Rewrite,Adventure,77,65.52
1905,Maximo: Ghosts to Glory,Platform,71,8.83
1906,Madden NFL 17,Sports,68,70.28
1907,Dance Central 3,Misc,80,10.87
1908,X-Men: The Official Game,Action,60,31.95
1909,Gran Turismo 4 Prologue,Racing,65,10.0
1910,Bladestorm: Nightmare,Action,50,62.0
1911,Worms Forts: Under Siege,Strategy,66,9.55
1912,Soul Nomad & the World Eaters,Role-Playing,69,52.8
1913,Madden NFL 08,Sports,70,64.25
1914,Iron Man,Action,57,23.81
1915,Ridge Racer 7,Racing,67,9.83
1916,A Game of Thrones: Genesis,Strategy,52,10.4
1917,Prison Break: The Conspiracy,Action,60,15.68
1918,Rampage: Total Destruction,Action,57,13.08
1919,Pro Evolution Soccer 2010,Sports,70,219.08
1920,Skate 2,Sports,83,39.84
1921,The Guided Fate Paradox,Role-Playing,70,38.73
1922,TOCA Race Driver 3,Racing,71,91.27
1923,Dynasty Warriors 2,Action,71,8.18
1924,WinBack: Covert Operations,Shooter,65,14.67
1925,Destruction Derby,Racing,60,6.0
1926,Downhill Domination,Racing,74,4.4
1927,Casper: Spirit Dimensions,Platform,33,4.78
1928,Armored Core: Nine Breaker,Simulation,73,6.62
1929,You Don't Know Jack,Misc,74,3.57
1930,Shark Tale,Action,51,8.18
1931,The House of the Dead 2,Shooter,73,3.1
1932,Psi-Ops: The Mindgate Conspiracy,Shooter,77,24.47
1933,James Bond 007: Blood Stone,Shooter,68,17.83
1934,ATV Offroad Fury 3,Racing,76,11.73
1935,Painkiller,Shooter,74,10.3
1936,Ninja Gaiden 3,Action,60,14.55
1937,Earthworm Jim 3D,Platform,54,11.77
1938,Pimp My Ride,Racing,41,8.25
1939,Capcom vs. SNK 2: Mark of the Millennium 2001,Fighting,84,2.08
1940,Marvel Super Hero Squad,Fighting,55,4.35
1941,Dragon Ball Z: Ultimate Tenkaichi,Fighting,50,23.7
1942,Stella Deus: The Gate of Eternity,Strategy,66,43.55
1943,SOCOM II: U.S. Navy SEALs,Shooter,79,7.17
1944,UFC Undisputed 2010,Fighting,71,38.88
1945,Just Dance 2015,Misc,79,35.28
1946,Baja: Edge of Control,Racing,51,61.02
1947,Rogue Trooper,Shooter,72,31.23
1948,FlingSmash,Action,54,7.37
1949,Red Ninja: End of Honor,Action,39,8.52
1950,SpongeBob SquarePants: Creature from the Krusty Krab,Platform,62,10.82
1951,Discworld,Adventure,72,9.5
1952,CSI: Fatal Conspiracy,Adventure,48,25.22
1953,In Cold Blood,Adventure,71,11.52
1954,The Witch and the Hundred Knight,Role-Playing,73,88.58
1955,Gormiti: The Lords of Nature!,Adventure,50,8.0
1956,Ford Racing 3,Racing,60,10.2
1957,Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,76,3.77
1958,Battle Worlds: Kronos,Strategy,40,42.97
1959,Thor: God of Thunder,Action,60,18.21
1960,Guilty Gear XX Accent Core Plus,Fighting,84,8.52
1961,Divinity II: Ego Draconis,Role-Playing,76,52.21
1962,Guitar Hero 5,Misc,70,42.88
1963,DJ Hero,Misc,73,23.8
1964,WWE SmackDown! Shut Your Mouth,Sports,77,9.92
1965,Armored Core 2: Another Age,Simulation,76,19.58
1966,Rabbids Go Home,Platform,70,10.37
1967,Alice in Wonderland,Adventure,64,8.75
1968,Tom Clancy's Splinter Cell Trilogy,Action,78,55.0
1969,MotorStorm: Pacific Rift,Racing,75,22.5
1970,Way of the Samurai,Action,72,4.33
1971,International Superstar Soccer Deluxe,Sports,84,8.98
1972,Legaia 2: Duel Saga,Role-Playing,67,37.48
1973,Gitaroo Man,Misc,81,4.87
1974,Charlie and the Chocolate Factory,Adventure,34,5.68
1975,X-Men: Destiny,Action,52,10.93
1976,The Dog Island,Adventure,81,11.53
1977,Armored Core: Verdict Day,Simulation,69,23.67
1978,Star Wars Episode I: The Phantom Menace,Adventure,59,7.32
1979,The Awakened Fate Ultimatum,Role-Playing,85,16.68
1980,MechAssault 2: Lone Wolf,Simulation,70,5.12
1981,Madden NFL 2004,Sports,77,30.0
1982,Saint Seiya: Sanctuary Battle,Action,66,8.02
1983,Iron Man 2,Action,43,15.32
1984,Kinetica,Racing,58,8.22
1985,Cooking Mama: Cook Off,Simulation,64,3.35
1986,Valentino Rossi: The Game,Racing,77,42.78
1987,Wii Fit Plus,Sports,70,6.58
1988,Homeworld 2,Strategy,80,11.27
1989,Front Mission 4,Strategy,74,37.9
1990,The Settlers IV,Strategy,70,16.53
1991,Assassin's Creed Chronicles,Action,62,37.27
1992,NHL 07,Sports,72,10.0
1993,F1 2009,Racing,68,7.5
1994,Ivy the Kiwi?,Puzzle,65,5.5
1995,Dynasty Warriors 5,Action,80,22.1
1996,Magna Carta: Tears of Blood,Role-Playing,62,52.43
1997,N+,Platform,70,12.43
1998,Nicktoons: Battle for Volcano Island,Action,60,7.7
1999,Tom Clancy's Ghost Recon 2,Shooter,58,9.83
2000,Rayman 2: Revolution,Platform,74,21.38
2001,Bus Simulator 16,Simulation,60,13.0
2002,Overlord: Dark Legend,Action,67,7.48
2003,Mega Man Soccer,Sports,61,3.0
2004,The Mummy,Action,55,8.27
2005,The Mummy: Tomb of the Dragon Emperor,Action,47,4.17
2006,Darkspore,Role-Playing,59,17.57
2007,Pocket Fighter,Fighting,76,2.4
2008,Dynasty Warriors: Gundam Reborn,Action,79,13.28
2009,Super Scope 6,Shooter,45,2.0
2010,Ecco the Dolphin: Defender of the Future,Adventure,72,11.0
2011,Ninja Reflex,Action,37,4.0
2012,Galerians: Ash,Adventure,66,8.38
2013,Elebits,Action,71,9.83
2014,Big Brain Academy,Misc,66,4.0
2015,Crusaders of Might and Magic,Role-Playing,55,15.5
2016,XGIII: Extreme G Racing,Racing,63,6.65
2017,Tears to Tiara II: Heir of the Overlord,Role-Playing,82,55.47
2018,Madden NFL 15,Sports,65,99.2
2019,Cartoon Network: Punch Time Explosion,Fighting,54,6.85
2020,Age of Mythology: The Titans,Strategy,80,8.82
2021,The Adventures of Tintin: The Game,Action,68,25.0
2022,Spy Fiction,Action,62,8.13
2023,Fantastic Four,Action,56,14.85
2024,Bionicle Heroes,Shooter,64,16.53
2025,Empire Earth III,Strategy,50,14.37
2026,Football Manager 2010,Sports,78,468.83
2027,Just Dance 3,Misc,72,31.38
2028,La Pucelle: Ragnarok,Role-Playing,79,32.0
2029,Warhammer: Mark of Chaos,Strategy,73,15.5
2030,Men of Valor,Shooter,58,9.82
2031,American Idol,Misc,44,8.43
2032,Driv3r,Racing,57,32.04
2033,WWE '12,Fighting,67,37.68
2034,Rumble Roses,Fighting,66,6.53
2035,WWE SmackDown vs. Raw 2009,Fighting,70,32.04
2036,Mass Effect Trilogy,Action,92,325.2
2037,Michael Jackson: The Experience,Misc,66,16.3
2038,Armored Core 3,Simulation,75,17.48
2039,Urban Chaos: Riot Response,Shooter,76,8.13
2040,Armored Core: Silent Line,Simulation,69,7.18
2041,Summoner 2,Role-Playing,71,30.0
2042,Mace Griffin: Bounty Hunter,Shooter,75,14.82
2043,Sorcery,Action,66,6.5
2044,Micro Machines V4,Racing,55,4.0
2045,Deception IV: Blood Ties,Action,70,11.02
2046,Monster Jam: Path of Destruction,Racing,60,6.0
2047,SimCity 4,Simulation,80,10.53
2048,Constantine,Action,66,16.15
2049,Onimusha: Dawn of Dreams,Action,77,19.08
2050,The Incredibles: Rise of the Underminer,Action,62,5.07
2051,Indiana Jones and the Staff of Kings,Action,57,16.24
2052,Tales of Graces,Role-Playing,79,40.27
2053,Madden NFL 06,Sports,66,34.0
2054,Legend: Hand of God,Role-Playing,54,23.33
2055,InuYasha: The Secret of the Cursed Mask,Role-Playing,66,18.4
2056,X2: Wolverine's Revenge,Platform,59,11.38
2057,Battalion Wars 2,Strategy,78,9.47
2058,Super Dragon Ball Z,Fighting,61,4.13
2059,LEGO Racers 2,Racing,69,12.15
2060,Looney Tunes: Space Race,Racing,61,3.3
2061,Rodea the Sky Soldier,Action,64,17.28
2062,Medal of Honor: Vanguard,Shooter,64,7.85
2063,Orphen: Scion of Sorcery,Role-Playing,56,8.23
2064,NFL Street,Sports,73,9.33
2065,The Golden Compass,Action,44,11.52
2066,Ray Gigant,Role-Playing,59,27.6
2067,Final Fantasy Fables: Chocobo's Dungeon,Role-Playing,74,22.6
2068,Chromehounds,Simulation,62,10.32
2069,V-Rally 3,Racing,60,4.75
2070,Mystery Dungeon: Shiren the Wanderer,Role-Playing,70,22.25
2071,Vietcong,Shooter,80,8.25
2072,Futurama,Platform,54,9.02
2073,Spartan: Total Warrior,Action,79,14.92
2074,Mystic Ark,Role-Playing,79,32.28
2075,G-Police,Action,75,9.5
2076,Bodycount,Shooter,51,10.95
2077,Samurai Warriors 2,Action,79,65.42
2078,Samurai Warriors,Action,73,14.62
2079,Space Chimps,Platform,28,3.06
2080,E.X. Troopers,Shooter,79,13.05
2081,Samurai Warriors 3,Action,74,30.0
2082,Mega Man X Collection,Misc,83,14.93
2083,Mister Mosquito,Shooter,62,3.12
2084,The Incredible Hulk,Action,53,2.2
2085,Full Auto 2: Battlelines,Racing,67,8.43
2086,Crimson Tears,Role-Playing,57,11.37
2087,Dragon Ball Z: Chou Saiya Densetsu,Role-Playing,67,14.5
2088,Steambot Chronicles,Role-Playing,76,31.27
2089,Wii Party U,Misc,65,9.38
2090,Time and Eternity,Role-Playing,57,23.33
2091,Monster High: New Ghoul in School,Action,40,17.18
2092,Shining Tears,Role-Playing,66,15.08
2093,Ice Age 2: The Meltdown,Platform,59,13.15
2094,Sports Champions,Sports,69,17.0
2095,Dead Rising: Chop Till You Drop,Action,63,8.95
2096,NBA 2K9,Sports,74,33.0
2097,Winter Stars,Sports,40,14.0
2098,Jurassic: The Hunted,Shooter,56,11.26
2099,Gundam Breaker 3,Action,81,9.33
2100,Sonic Free Riders,Racing,33,8.12
2101,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,63,5.07
2102,Over the Hedge,Platform,63,7.37
2103,Sébastien Loeb Rally Evo,Racing,62,55.38
2104,Death Jr. II: Root of Evil,Platform,65,6.0
2105,24: The Game,Adventure,61,12.02
2106,JoJo's Bizarre Adventure: All Star Battle,Fighting,70,4.17
2107,Portal Runner,Platform,63,5.58
2108,Armed and Dangerous,Shooter,76,5.63
2109,Warriors Orochi 2,Action,76,33.25
2110,Warriors Orochi,Action,76,13.71
2111,Innocent Life: A Futuristic Harvest Moon,Simulation,72,30.0
2112,50 Cent: Blood on the Sand,Shooter,63,17.81
2113,The Settlers: Rise of an Empire,Strategy,68,23.5
2114,Sega Rally Revo,Racing,70,27.65
2115,Champions of Norrath,Role-Playing,79,16.98
2116,7 Wonders: Treasures of Seven,Puzzle,65,7.73
2117,One Piece: Pirate Warriors,Action,68,9.27
2118,Def Jam Vendetta,Fighting,71,7.3
2119,7 Wonders II,Puzzle,58,6.87
2120,Sega Soccer Slam,Sports,71,5.0
2121,Rygar: The Legendary Adventure,Action,63,12.83
2122,Gladiator: Sword of Vengeance,Action,10,9.57
2123,Cabela's Big Game Hunter: Pro Hunts,Shooter,90,12.0
2124,Mario & Wario,Puzzle,50,4.4
2125,Doki-Doki Universe,Adventure,57,13.67
2126,Woody Woodpecker: Escape from Buzz Buzzard Park,Platform,62,10.0
2127,Dune 2000,Strategy,75,21.5
2128,Stuart Little 2,Platform,66,3.87
2129,Dance Dance Revolution Extreme 2,Simulation,76,5.5
2130,Prince of Persia Trilogy,Action,73,37.35
2131,FIFA Street,Sports,71,22.67
2132,MechWarrior 2: 31st Century Combat,Simulation,80,10.18
2133,Earth Defense Force 2025,Shooter,71,32.68
2134,LEGO Island 2: The Brickster's Revenge,Adventure,64,3.67
2135,Uppers,Action,61,8.75
2136,NHL 15,Sports,65,40.82
2137,Kinect Sports,Sports,66,11.65
2138,Game & Watch Gallery 4,Misc,60,4.0
2139,A Vampyre Story,Adventure,69,7.28
2140,Just Dance 4,Misc,71,23.0
2141,The Golf Club,Sports,58,9.83
2142,Pro Evolution Soccer 2008,Sports,68,72.0
2143,Disney Princess: Enchanted Journey,Adventure,51,5.0
2144,Adventure Time: Explore the Dungeon Because I Don't Know!,Action,39,33.2
2145,Trinity Universe,Role-Playing,61,41.0
2146,Sky Odyssey,Simulation,83,4.15
2147,Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing,66,8.07
2148,The Getaway: Black Monday,Action,66,7.92
2149,MySims,Simulation,66,34.77
2150,Hot Shots Golf 3,Sports,66,33.33
2151,Mystery Case Files: Ravenhearst,Puzzle,69,6.12
2152,Jack Keane,Adventure,68,10.72
2153,Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,66,16.95
2154,Dr. Muto,Platform,51,13.25
2155,Darkest of Days,Shooter,54,13.65
2156,Enthusia Professional Racing,Racing,65,26.15
2157,Maken Shao: Demon Sword,Action,65,5.23
2158,Dynasty Warriors 7,Action,75,72.21
2159,Anarchy Reigns,Action,66,11.32
2160,Tom Clancy's Rainbow Six 3,Shooter,71,15.0
2161,Final Fantasy XII International Zodiac Job System,Role-Playing,84,49.22
2162,The Sky Crawlers: Innocent Aces,Simulation,70,7.68
2163,Yu-Gi-Oh! Capsule Monster Coliseum,Misc,74,13.88
2164,Super Soccer,Sports,55,9.42
2165,Bad Boys: Miami Takedown,Shooter,46,7.06
2166,Scaler,Platform,72,7.67
2167,Crimson Sea 2,Action,70,11.0
2168,Super Monkey Ball: Step & Roll,Action,35,4.0
2169,Pac-Man Party,Misc,56,4.92
2170,Armored Core: Last Raven,Simulation,74,7.3
2171,VR Soccer '96,Sports,45,2.58
2172,Boom Blox,Puzzle,69,4.95
2173,Frogger: The Great Quest,Platform,43,3.43
2174,Naruto: Clash of Ninja Revolution,Fighting,61,2.08
2175,Aquapazza: Aquaplus Dream Match,Fighting,69,2.15
2176,Stolen,Action,70,7.77
2177,WRC 2: FIA World Rally Championship,Racing,70,40.85
2178,SOCOM: U.S. Navy SEALs,Shooter,77,11.28
2179,Cold Winter,Shooter,66,6.78
2180,Superstars V8 Racing,Racing,50,11.93
2181,Teenage Mutant Ninja Turtles: Danger of the Ooze,Adventure,62,7.0
2182,Kya: Dark Lineage,Adventure,73,13.28
2183,Top Spin 4,Sports,81,45.97
2184,Total War: Shogun 2 - Fall of the Samurai,Strategy,84,17.6
2185,SWAT: Global Strike Team,Shooter,61,6.4
2186,Devil's Third,Action,66,8.65
2187,SBK 2011: FIM Superbike World Championship,Racing,70,18.0
2188,NBA 2K8,Sports,60,4.0
2189,ParaWorld,Strategy,59,21.67
2190,Dead to Rights: Retribution,Shooter,66,16.05
2191,Inazuma Eleven Strikers,Role-Playing,69,5.5
2192,Tornado Outbreak,Action,63,10.4
2193,Just Dance 2,Misc,63,11.8
2194,Quantum Theory,Shooter,50,13.3
2195,Hell's Kitchen: The Game,Simulation,37,4.67
2196,The Kore Gang,Platform,73,6.18
2197,Fish Tycoon,Simulation,70,10.0
2198,Atelier Escha & Logy: Alchemists of the Dusk Sky,Role-Playing,79,32.45
2199,Disney's PK: Out of the Shadows,Platform,50,3.38
2200,Tony Hawk's Pro Skater 5,Sports,46,6.85
2201,Scooby-Doo! Night of 100 Frights,Platform,73,7.5
2202,Petz: Catz 2,Simulation,60,6.3
2203,WWE SmackDown! Here Comes the Pain,Fighting,81,16.72
2204,Tak 2: The Staff of Dreams,Platform,47,10.0
2205,Unreal Tournament 2003,Shooter,78,12.32
2206,Need for Speed: Nitro,Racing,64,7.5
2207,Alias,Action,69,47.92
2208,50 Cent: Bulletproof,Action,50,5.88
2209,MotoGP,Racing,78,14.68
2210,Age of Empires Online,Strategy,76,18.5
2211,Avatar: The Last Airbender - Into the Inferno,Adventure,49,11.77
2212,ESPN NHL 2K5,Sports,63,5.0
2213,Champions: Return to Arms,Role-Playing,77,17.55
2214,Army Men: Air Attack 2,Action,42,4.18
2215,Bladestorm: The Hundred Years' War,Action,62,30.53
2216,Tak and the Power of Juju,Platform,56,7.5
2217,NeverDead,Shooter,52,17.22
2218,Madden NFL 07,Sports,76,44.0
2219,Open Season,Platform,55,10.78
2220,Gold and Glory: The Road to El Dorado,Adventure,68,3.7
2221,Madden NFL 12,Sports,69,45.0
2222,Serious Sam: Next Encounter,Shooter,69,24.32
2223,Madden NFL 13,Sports,66,40.75
2224,LEGO Rock Raiders,Strategy,65,12.5
2225,God of War Saga,Action,86,36.75
2226,Ring of Red,Strategy,76,120.35
2227,Front Mission 5: Scars of the War,Strategy,74,32.75
2228,Blitz: The League,Sports,67,20.6
2229,TOCA Race Driver 2,Racing,68,12.93
2230,Dungeons & Dragons: Shadow over Mystara,Role-Playing,75,2.84
2231,NHL 09,Sports,72,40.0
2232,NHL 08,Action,73,15.0
2233,NHL 11,Sports,77,55.0
2234,NHL 10,Sports,77,47.0
